,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,lat,long,Regionname,Propertycount
146,Deepdene,914 Burke Rd,5,h,3080000,S,Harcourts,6/01/2018,7.9,3103,5,2,2,833,370.0,2012,Boroondara City Council,-37.81454,145.06008,Southern Metropolitan,892
147,Hampton,29 Thomas St,5,h,3075000,S,Marshall,17/09/2016,13.7,3188,3,2,2,830,204.0,1901,Bayside City Council,-37.9386,145.006,Southern Metropolitan,5454
148,Surrey Hills,2 Russell St,5,h,3075000,PI,Jellis,11/11/2017,10.2,3127,5,2,2,902,393.0,2009,Boroondara City Council,-37.8269,145.1009,Southern Metropolitan,5457
149,Glen Waverley,53 Campbell St,3,h,3056000,PI,VICProp,17/06/2017,16.7,3150,4,2,2,1590,292.0,1992,Monash City Council,-37.86957,145.17543999999998,Eastern Metropolitan,15321
150,Elsternwick,45 Hoddle St,3,h,3050000,VB,Biggin,14/10/2017,7.2,3185,3,1,2,923,139.0,1916,Glen Eira City Council,-37.88926,145.01248999999999,Southern Metropolitan,4898
151,Brighton,119 North Rd,4,h,3050000,SP,Buxton,25/02/2017,11.2,3186,4,4,2,578,319.0,1995,Bayside City Council,-37.8989,145.0008,Southern Metropolitan,10579
152,Balwyn,14 Iramoo St,4,h,3050000,PI,RT,17/06/2017,7.9,3103,4,4,2,613,340.0,2009,Boroondara City Council,-37.81167,145.08595,Southern Metropolitan,5682
153,Templestowe,307 Church Rd,6,h,3030000,S,Jellis,25/11/2017,15.5,3106,6,4,3,4046,419.0,1980,Manningham City Council,-37.7675,145.1412,Eastern Metropolitan,6202
154,Brighton,5 Blairgowrie Ct,3,h,3025000,PI,Biggin,22/04/2017,11.2,3186,3,2,4,649,195.0,1967,Bayside City Council,-37.9056,144.9893,Southern Metropolitan,10579
155,Balwyn,112 Belmore Rd,5,h,3020000,PI,Jellis,28/05/2016,9.7,3103,5,3,2,715,420.0,2009,Boroondara City Council,-37.8028,145.0768,Southern Metropolitan,5682
156,Kew,11 Raheen Dr,4,h,3015000,S,Jellis,29/07/2017,5.4,3101,4,2,2,813,276.0,1970,Boroondara City Council,-37.80437,145.01725,Southern Metropolitan,10331
157,Albert Park,97 Page St,3,h,3010000,S,Greg,18/03/2017,3.3,3206,3,2,0,147,146.0,1890,Port Phillip City Council,-37.8473,144.9551,Southern Metropolitan,3280
158,Clifton Hill,32 Caroline St,4,h,3010000,S,Collins,10/09/2016,3.4,3068,4,3,2,382,250.0,1903,Yarra City Council,-37.7897,144.9992,Northern Metropolitan,2954
159,Richmond,30 Highett St,4,h,3001000,S,Biggin,16/04/2016,2.6,3121,2,3,1,544,241.0,1920,Yarra City Council,-37.8152,144.9922,Northern Metropolitan,14949
160,South Yarra,70 Park St,3,h,3000000,VB,Marshall,15/10/2016,3.3,3141,3,3,2,191,175.0,1890,Melbourne City Council,-37.836,144.9824,Southern Metropolitan,14887
161,Armadale,9 Bailey Av,4,h,3000000,VB,Kay,23/09/2017,6.3,3143,4,3,2,474,180.0,1915,Stonnington City Council,-37.86345,145.02454,Southern Metropolitan,4836
162,Richmond,2 Portland St,3,h,3000000,VB,Jellis,20/05/2017,2.6,3121,3,2,7,230,204.0,2011,Yarra City Council,-37.8213,144.9948,Northern Metropolitan,14949
163,Albert Park,2 Graham St,6,h,3000000,PI,Marshall,11/11/2017,3.0,3206,6,3,2,156,291.0,2011,Port Phillip City Council,-37.8433,144.9457,Southern Metropolitan,3280
164,Camberwell,30 Moorhouse St,4,h,2990000,S,Marshall,20/05/2017,7.8,3124,4,2,2,742,280.0,1997,Boroondara City Council,-37.8284,145.0673,Southern Metropolitan,8920
165,Hampton,107 Willis St,5,h,2980000,S,hockingstuart,19/11/2016,13.7,3188,5,3,2,694,323.0,2011,Bayside City Council,-37.9372,145.0101,Southern Metropolitan,5454
166,Glen Iris,26 Gardiner Pde,4,h,2975000,S,Marshall,10/12/2016,9.2,3146,4,3,4,479,30.0,1930,Boroondara City Council,-37.8541,145.0643,Southern Metropolitan,10412
167,Carlton North,989 Drummond St,3,h,2950000,SP,Chambers,7/05/2016,3.2,3054,3,1,2,499,164.0,1910,Melbourne City Council,-37.7811,144.9715,Northern Metropolitan,3106
168,Canterbury,21 Compton St,4,h,2950000,PI,Jellis,10/12/2016,9.0,3126,4,2,3,812,173.0,1927,Boroondara City Council,-37.8323,145.0842,Southern Metropolitan,3265
169,Canterbury,18 Irilbarra Rd,4,h,2950000,S,Marshall,3/09/2016,9.0,3126,4,2,2,687,215.0,1935,Boroondara City Council,-37.8186,145.0706,Southern Metropolitan,3265
170,Glen Iris,15 Yeovil Rd,4,h,2950000,S,Kay,27/11/2016,9.2,3146,4,2,2,1485,295.0,1966,Boroondara City Council,-37.8509,145.0856,Southern Metropolitan,10412
171,Canterbury,13 Byron St,5,h,2930000,S,Jellis,10/12/2016,9.0,3126,5,3,4,645,222.0,2005,Boroondara City Council,-37.8317,145.0738,Southern Metropolitan,3265
172,Port Melbourne,143 Cruikshank St,4,h,2926000,S,Greg,14/10/2017,3.5,3207,3,3,1,421,194.0,2015,Melbourne City Council,-37.83706,144.9479,Southern Metropolitan,8648
173,South Yarra,4 Hawksburn Rd,4,h,2920000,S,RT,27/05/2017,2.7,3141,4,2,2,564,254.0,1920,Melbourne City Council,-37.84405,145.0016,Southern Metropolitan,14887
174,North Melbourne,10 Canning St,4,h,2920000,S,Nelson,3/09/2016,2.3,3051,4,3,4,310,276.0,1880,Melbourne City Council,-37.7958,144.944,Northern Metropolitan,6821
175,Williamstown,19 Verdon St,4,h,2910000,SP,Greg,4/03/2017,8.0,3016,4,3,0,338,196.0,1890,Hobsons Bay City Council,-37.8633,144.8963,Western Metropolitan,6380
176,Balwyn North,15 Moody St,4,h,2910000,S,Marshall,10/12/2016,9.2,3104,4,3,2,1070,247.0,1992,Boroondara City Council,-37.7975,145.0716,Southern Metropolitan,7809
177,Williamstown,56 Verdon St,3,h,2910000,SP,Greg,4/03/2017,8.0,3016,3,3,2,515,286.0,1990,Hobsons Bay City Council,-37.8609,144.8947,Western Metropolitan,6380
178,Brighton,133 Head St,4,h,2905000,S,Marshall,4/03/2017,11.2,3186,4,3,1,487,260.0,1905,Bayside City Council,-37.8926,144.9991,Southern Metropolitan,10579
179,Aberfeldie,5 Rita St,5,h,2905000,S,Rendina,27/05/2017,7.5,3040,5,3,2,557,364.0,2010,Moonee Valley City Council,-37.76181,144.89327,Western Metropolitan,1543
180,Hawthorn,63 Liddiard St,4,h,2900000,S,Jellis,1/07/2017,5.3,3122,4,1,3,636,156.0,1890,Boroondara City Council,-37.819309999999994,145.04107,Southern Metropolitan,11308
181,Brighton,3A Huntingfield Rd,3,h,2900000,S,Nick,27/11/2016,11.2,3186,3,1,1,659,161.0,1942,Bayside City Council,-37.919000000000004,144.9953,Southern Metropolitan,10579
182,Surrey Hills,68 Guildford Rd,5,h,2900000,VB,Marshall,28/10/2017,10.2,3127,4,3,4,873,233.0,1940,Boroondara City Council,-37.822390000000006,145.09326000000001,Southern Metropolitan,5457
183,Surrey Hills,10 Empress Rd,4,h,2900000,S,Marshall,25/11/2017,10.2,3127,4,2,3,844,233.0,1925,Boroondara City Council,-37.82,145.088,Southern Metropolitan,5457
184,Kew,17 Hartington St,5,h,2900000,VB,Jellis,25/11/2017,5.4,3101,5,2,2,920,241.0,1900,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan,10331
185,Brighton,81 Carpenter St,4,t,2900000,VB,Kay,8/04/2017,11.2,3186,4,4,2,473,292.0,2013,Bayside City Council,-37.9104,144.9999,Southern Metropolitan,10579
186,Canterbury,31 Rubens Gr,5,h,2900000,PI,Jellis,7/05/2016,9.0,3126,5,2,2,795,297.0,1910,Boroondara City Council,-37.8181,145.0668,Southern Metropolitan,3265
187,Doncaster,3 Westfield Dr,4,h,2900000,VB,Fletchers,11/11/2017,12.4,3108,4,2,2,863,358.0,1980,Manningham City Council,-37.782,145.1244,Eastern Metropolitan,9028
188,Kew,75 Earl St,2,h,2875000,S,Jellis,27/06/2016,5.6,3101,2,1,1,1065,90.0,1910,Boroondara City Council,-37.7944,145.0339,Southern Metropolitan,10331
189,Surrey Hills,4 Norris St,4,h,2860000,S,Marshall,7/11/2016,11.2,3127,4,2,2,779,264.0,2014,Boroondara City Council,-37.8185,145.0878,Southern Metropolitan,5457
190,Hawthorn East,11 Condor St,5,h,2855000,PI,Noel,17/06/2017,6.2,3123,5,3,2,572,274.0,2000,Boroondara City Council,-37.819359999999996,145.05131,Southern Metropolitan,6482
191,Albert Park,112 Beaconsfield Pde,3,h,2850000,PI,Buxton,4/03/2017,3.3,3206,3,2,0,211,198.0,1890,Port Phillip City Council,-37.8481,144.9499,Southern Metropolitan,3280
192,Kew,80 Brougham St,4,h,2850000,S,Marshall,25/02/2017,5.6,3101,4,2,4,690,248.0,1890,Boroondara City Council,-37.8037,145.0308,Southern Metropolitan,10331
193,Glen Iris,34 Yeovil Rd,4,h,2850000,S,Jellis,7/11/2016,9.2,3146,4,3,2,1184,305.0,1935,Boroondara City Council,-37.8526,145.0848,Southern Metropolitan,10412
194,Alphington,83 Fulham Rd,5,h,2840000,S,Nelson,12/06/2016,6.4,3078,5,4,4,809,165.0,1910,Darebin City Council,-37.775,145.0268,Northern Metropolitan,2211
195,Toorak,296A Williams Rd,3,h,2840000,PI,Marshall,11/03/2017,4.6,3142,3,2,4,1317,228.0,2000,Stonnington City Council,-37.838,145.0054,Southern Metropolitan,7217
196,Brighton East,13 Hornby St,4,h,2840000,S,Hodges,10/09/2016,10.7,3187,5,2,2,999,274.0,1972,Bayside City Council,-37.9135,145.0189,Southern Metropolitan,6938
197,Camberwell,19 Davis Av,6,h,2835000,SP,Noel,16/09/2017,7.7,3124,6,3,2,794,283.0,1970,Boroondara City Council,-37.84317,145.05688,Southern Metropolitan,8920
198,Brighton,53 Elwood St,4,h,2830000,S,Nick,26/08/2017,10.5,3186,4,2,2,700,202.0,1930,Bayside City Council,-37.90034,144.99608999999998,Southern Metropolitan,10579
199,Glen Iris,116 High St,5,h,2825000,PI,Jellis,17/09/2016,9.2,3146,5,4,4,802,206.0,2013,Boroondara City Council,-37.8627,145.0719,Southern Metropolitan,10412
200,Glen Iris,1 Maitland St,3,h,2825000,S,Jellis,17/09/2016,9.2,3146,4,2,4,885,217.0,1910,Boroondara City Council,-37.8577,145.0421,Southern Metropolitan,10412
201,Toorak,4 Matthews Ct,3,h,2820000,PI,Kay,10/12/2016,4.6,3142,3,2,2,600,205.0,1967,Stonnington City Council,-37.8332,145.0117,Southern Metropolitan,7217
202,Brighton East,9 Montgomery St,4,h,2820000,S,Buxton,27/11/2016,10.7,3187,4,4,4,509,337.0,1960,Bayside City Council,-37.9172,145.0214,Southern Metropolitan,6938
203,Mount Waverley,24 Princetown Rd,5,h,2820000,S,Fletchers,14/10/2017,14.2,3149,5,5,2,695,487.0,2016,Monash City Council,-37.8814,145.12711000000002,Eastern Metropolitan,13366
204,Elsternwick,20 Shoobra Rd,4,h,2806000,S,Biggin,19/11/2016,8.5,3185,4,3,2,669,255.0,1930,Glen Eira City Council,-37.8871,145.0081,Southern Metropolitan,4898
205,Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,12/11/2016,6.3,3143,4,2,2,624,222.0,1900,Stonnington City Council,-37.8536,145.0173,Southern Metropolitan,4836
206,Balwyn North,1 Hosken St,5,h,2800000,S,Marshall,26/08/2017,9.7,3104,5,2,2,1173,0.0,1960,Boroondara City Council,-37.80385,145.09094,Southern Metropolitan,7809
207,Glen Iris,1687 Malvern Rd,3,h,2800000,S,Greg,26/07/2016,9.2,3146,3,1,2,762,153.0,1930,Boroondara City Council,-37.8575,145.0554,Southern Metropolitan,10412
208,Hawthorn East,16 Leura Gr,4,h,2800000,S,Jellis,12/11/2016,7.5,3123,4,1,2,764,171.0,1940,Boroondara City Council,-37.8374,145.0486,Southern Metropolitan,6482
209,Hawthorn,328 Barkers Rd,4,h,2800000,PI,RT,27/05/2017,5.3,3122,4,2,2,750,192.0,1910,Boroondara City Council,-37.81557,145.04281,Southern Metropolitan,11308
210,South Melbourne,26 Bridport St,3,h,2800000,VB,Greg,15/07/2017,1.9,3205,3,2,2,216,193.74,1860,Port Phillip City Council,-37.83863,144.96208000000001,Southern Metropolitan,5943
211,Brighton,51 Bay St,4,h,2800000,VB,hockingstuart,15/07/2017,10.5,3186,4,3,2,498,226.0,1900,Bayside City Council,-37.90396,144.99126,Southern Metropolitan,10579
212,Brighton,12 May St,4,h,2800000,S,Biggin,18/03/2017,11.2,3186,4,2,4,569,229.0,1910,Bayside City Council,-37.8962,145.0011,Southern Metropolitan,10579
213,Kew,17 Hartington St,5,h,2800000,PI,Marshall,28/08/2016,5.6,3101,5,2,3,920,241.0,1900,Boroondara City Council,-37.8017,145.0419,Southern Metropolitan,10331
214,Albert Park,55 Withers St,4,h,2800000,VB,Cayzer,18/06/2016,3.3,3206,4,3,1,327,254.0,1910,Port Phillip City Council,-37.8467,144.9475,Southern Metropolitan,3280
215,Camberwell,3 Wiringa Av,5,h,2800000,VB,Marshall,23/09/2017,7.7,3124,5,2,2,768,254.0,1990,Boroondara City Council,-37.83825,145.08163000000002,Southern Metropolitan,8920
216,Hawthorn,13 Yarra St,4,h,2800000,S,RT,14/10/2017,5.3,3122,4,3,1,558,272.0,1900,Boroondara City Council,-37.82215,145.02077,Southern Metropolitan,11308
217,Hampton,38 Myrtle Rd,4,h,2800000,S,Nick,3/09/2016,13.7,3188,3,3,2,701,320.0,2015,Bayside City Council,-37.9419,145.0152,Southern Metropolitan,5454
218,Brighton East,26 Billson St,4,h,2800000,PI,buyMyplace,18/11/2017,10.3,3187,4,3,2,692,335.0,2012,Bayside City Council,-37.9178,145.0139,Southern Metropolitan,6938
219,Balwyn,40 Metung St,5,h,2800000,VB,Marshall,4/06/2016,9.7,3103,5,3,2,678,349.0,2001,Boroondara City Council,-37.8048,145.0708,Southern Metropolitan,5682
220,Essendon,59 Hedderwick St,5,h,2800000,PI,Nelson,8/10/2016,8.0,3040,5,4,6,877,378.0,2005,Moonee Valley City Council,-37.7491,144.9002,Western Metropolitan,9264
221,Parkville,55 Park Dr,3,h,2790000,S,Collins,20/05/2017,2.6,3052,3,2,1,180,120.0,1890,Melbourne City Council,-37.7961,144.9538,Northern Metropolitan,2309
222,Fitzroy,25 Brunswick St,5,h,2790000,S,Nelson,11/11/2017,2.1,3065,5,2,2,304,184.0,1881,Yarra City Council,-37.8065,144.9768,Northern Metropolitan,5825
223,Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22/08/2016,11.0,3147,6,4,2,1075,390.0,2010,Boroondara City Council,-37.8714,145.07299999999998,Southern Metropolitan,3052
224,Northcote,155 Clarke St,3,h,2750000,VB,Woodards,14/10/2017,5.3,3070,3,2,4,634,0.0,1886,Darebin City Council,-37.77625,144.99572,Northern Metropolitan,11364
225,Hawthorn,23 Elm St,4,h,2750000,VB,Jellis,28/10/2017,5.3,3122,4,2,1,695,218.0,1910,Boroondara City Council,-37.81296,145.01868000000002,Southern Metropolitan,11308
226,Camberwell,612 Riversdale Rd,4,h,2750000,PI,RT,28/05/2016,7.8,3124,4,3,1,0,257.0,1912,Boroondara City Council,-37.8325,145.0649,Southern Metropolitan,8920
227,Malvern,32 Milton Pde,4,t,2750000,SP,Marshall,16/09/2017,5.9,3144,4,2,3,357,270.0,2015,Stonnington City Council,-37.84684,145.03893,Southern Metropolitan,4675
228,Brighton,74 Carpenter St,5,h,2750000,VB,Buxton,7/05/2016,11.2,3186,4,3,1,509,341.0,2005,Bayside City Council,-37.9118,144.9984,Southern Metropolitan,10579
229,Balwyn,7 Relowe Cr,5,h,2750000,VB,hockingstuart,9/09/2017,7.9,3103,5,5,2,1235,397.0,2016,Boroondara City Council,-37.80563,145.10304,Southern Metropolitan,5682
230,Camberwell,20 Kirkwood Dr,5,h,2740000,S,Fletchers,28/08/2016,7.8,3124,4,2,2,643,363.0,2005,Boroondara City Council,-37.8421,145.0719,Southern Metropolitan,8920
231,Balwyn,23 Nungerner St,3,h,2730000,S,Jellis,16/09/2017,7.9,3103,3,2,2,679,203.0,1940,Boroondara City Council,-37.80576,145.06978999999998,Southern Metropolitan,5682
232,Balwyn,38 Frederick St,4,h,2730000,S,RT,15/10/2016,9.7,3103,4,3,2,674,336.0,1997,Boroondara City Council,-37.8068,145.0786,Southern Metropolitan,5682
233,Brighton,97 Dendy St,5,h,2730000,S,Gary,14/05/2016,11.2,3186,5,3,2,895,423.0,1938,Bayside City Council,-37.9204,145.0028,Southern Metropolitan,10579
234,Port Melbourne,167 Pickles St,5,h,2725000,PI,Marshall,9/12/2017,3.5,3207,5,3,0,249,210.0,1900,Melbourne City Council,-37.83805,144.94761,Southern Metropolitan,8648
235,Glen Iris,78 Valley Pde,4,h,2725000,S,Marshall,25/02/2017,9.2,3146,4,3,2,603,246.0,2007,Boroondara City Council,-37.8521,145.0657,Southern Metropolitan,10412
236,Canterbury,3 Leeds St,4,h,2725000,SA,Kay,12/08/2017,8.4,3126,4,2,2,650,275.0,2006,Boroondara City Council,-37.83057,145.08482,Southern Metropolitan,3265
237,Carlton North,967 Drummond St,4,h,2718000,S,Ray,11/03/2017,3.2,3054,4,2,0,538,142.0,2015,Melbourne City Council,-37.7816,144.9714,Northern Metropolitan,3106
238,Donvale,1 Bernarra Ct,7,h,2705000,S,Ray,1/07/2017,16.1,3111,7,2,4,5022,409.54,2004,Manningham City Council,-37.76598,145.19329,Eastern Metropolitan,4790
239,Port Melbourne,130 Clark St,4,h,2700000,S,Marshall,29/04/2017,3.8,3207,4,3,2,317,156.0,1900,Melbourne City Council,-37.8346,144.9358,Southern Metropolitan,8648
240,Bentleigh,14 Beths St,4,h,2700000,VB,hockingstuart,17/06/2017,11.4,3204,4,4,2,673,156.0,1935,Glen Eira City Council,-37.91888,145.04775,Southern Metropolitan,6795
241,Toorak,11 Church St,3,t,2700000,VB,Kay,12/06/2016,4.6,3142,3,2,2,294,220.0,2010,Stonnington City Council,-37.8503,145.0292,Southern Metropolitan,7217
242,Camberwell,18 Middle Rd,5,h,2700000,VB,Jellis,17/09/2016,7.8,3124,5,3,2,802,317.0,1994,Boroondara City Council,-37.8442,145.0578,Southern Metropolitan,8920
243,Sandringham,50 Bamfield St,4,h,2700000,S,hockingstuart,9/09/2017,15.2,3191,4,2,1,722,318.0,1890,Bayside City Council,-37.94804,145.00756,Southern Metropolitan,4497
244,Northcote,81 Mitchell St,5,h,2700000,S,hockingstuart,14/05/2016,5.5,3070,4,3,3,490,331.0,1920,Darebin City Council,-37.7726,145.0048,Northern Metropolitan,11364
245,Brighton,64 North Rd,4,h,2700000,SP,Nick,19/11/2016,11.2,3186,4,2,2,732,333.0,1925,Bayside City Council,-37.8987,144.9953,Southern Metropolitan,10579
246,Beaumaris,27 Florida Av,6,h,2700000,VB,Ray,11/11/2017,17.3,3193,6,3,2,720,413.0,2008,Bayside City Council,-37.9874,145.0315,Southern Metropolitan,5366
247,South Yarra,76 Leopold St,3,h,2695000,PI,Marshall,12/11/2016,3.3,3141,3,2,1,215,200.0,1910,Melbourne City Council,-37.8361,144.9831,Southern Metropolitan,14887
248,Glen Iris,6 Viva St,4,h,2690000,PI,Marshall,26/08/2017,7.3,3146,4,2,2,647,0.0,1910,Boroondara City Council,-37.86133,145.04166999999998,Southern Metropolitan,10412
249,St Kilda,20 Fawkner St,4,h,2680000,S,Marshall,23/09/2017,5.0,3182,4,2,1,324,265.0,1890,Port Phillip City Council,-37.86569,144.97919,Southern Metropolitan,13240
250,Parkville,88 Story St,3,h,2675000,VB,Collins,4/11/2017,1.8,3052,3,2,1,183,168.0,1890,Melbourne City Council,-37.7965,144.9543,Northern Metropolitan,2309
251,Hawthorn,4 Bowen St,4,h,2670000,S,Jellis,3/12/2016,4.6,3122,4,2,1,336,235.0,1905,Boroondara City Council,-37.8183,145.0371,Southern Metropolitan,11308
252,Glen Waverley,14 Campbell St,5,h,2670000,S,Ray,14/10/2017,16.7,3150,5,4,2,788,418.0,2015,Monash City Council,-37.8693,145.17012,Eastern Metropolitan,15321
253,Donvale,41 Garden Rd,4,h,2660000,S,Philip,21/10/2017,16.1,3111,4,3,2,3999,278.0,1970,Manningham City Council,-37.78856,145.18851999999998,Eastern Metropolitan,4790
254,Brighton,3 Champion St,3,h,2655000,SP,Hodges,24/06/2017,10.5,3186,3,2,2,697,183.0,1991,Bayside City Council,-37.928290000000004,145.00281,Southern Metropolitan,10579
255,Glen Waverley,7 Kinnoull Gr,5,h,2650000,PI,Jellis,17/06/2017,16.7,3150,6,3,2,662,119.0,1960,Monash City Council,-37.87853,145.15542,Eastern Metropolitan,15321
256,Camberwell,28 Brinsley Rd,4,h,2650000,S,Jellis,3/09/2016,7.8,3124,4,2,1,652,189.0,1890,Boroondara City Council,-37.8286,145.0686,Southern Metropolitan,8920
257,Balwyn,8 Monash Av,4,h,2650000,S,Fletchers,9/12/2017,7.9,3103,4,3,2,663,201.0,1940,Boroondara City Council,-37.80708,145.07156,Southern Metropolitan,5682
258,Brighton,20 Byron St,3,h,2650000,S,RT,1/07/2017,10.5,3186,3,2,2,645,219.0,1910,Bayside City Council,-37.90876,145.00743,Southern Metropolitan,10579
259,Toorak,7a Woorigoleen Rd,3,t,2650000,VB,Jellis,10/09/2016,4.6,3142,3,3,2,0,291.0,2000,Stonnington City Council,-37.8428,145.0171,Southern Metropolitan,7217
260,Strathmore,222 Woodland St,5,h,2650000,S,Brad,19/11/2016,9.7,3041,5,3,2,755,365.0,2009,Moonee Valley City Council,-37.7417,144.9133,Western Metropolitan,3284
261,Ashburton,61 Dent St,4,h,2650000,S,Marshall,3/09/2016,11.0,3147,4,3,2,753,399.0,2015,Boroondara City Council,-37.8669,145.0767,Southern Metropolitan,3052
262,Brighton,58 Champion St,4,h,2640000,S,Hodges,26/07/2016,11.2,3186,4,2,2,848,246.0,1975,Bayside City Council,-37.9234,145.0042,Southern Metropolitan,10579
263,Glen Iris,123 Summerhill Rd,4,h,2640000,PI,Kay,18/11/2017,7.3,3146,4,2,2,706,275.0,1900,Boroondara City Council,-37.8591,145.0755,Southern Metropolitan,10412
264,Prahran,19 Airlie Av,4,h,2635000,S,Jellis,12/08/2017,4.6,3181,4,2,2,401,154.0,1910,Stonnington City Council,-37.85565,145.00839,Southern Metropolitan,7717
265,South Melbourne,38 Tribe St,3,h,2633000,S,Marshall,4/03/2017,2.1,3205,3,1,0,276,119.0,1900,Port Phillip City Council,-37.838,144.9489,Southern Metropolitan,5943
266,Surrey Hills,20 Everton Gr,5,h,2630000,S,Marshall,10/12/2016,11.2,3127,5,3,2,777,362.0,1925,Boroondara City Council,-37.8287,145.1054,Southern Metropolitan,5457
267,Kew,176 Cotham Rd,4,h,2625000,PI,Marshall,18/03/2017,5.6,3101,4,2,2,717,225.0,1890,Boroondara City Council,-37.8083,145.0418,Southern Metropolitan,10331
268,Glen Iris,30 Beryl St,5,h,2625000,VB,Jellis,18/11/2017,7.3,3146,5,2,2,718,280.0,1990,Boroondara City Council,-37.8522,145.0864,Southern Metropolitan,10412
269,Glen Iris,31 Gardiner Pde,4,h,2625000,PI,Marshall,19/11/2016,9.2,3146,4,3,2,840,326.0,1930,Boroondara City Council,-37.8538,145.0641,Southern Metropolitan,10412
270,Middle Park,171 Ashworth St,3,h,2623000,S,Greg,26/07/2016,4.1,3206,3,2,2,181,212.0,2010,Port Phillip City Council,-37.8536,144.9625,Southern Metropolitan,2019
271,Canterbury,5 Margaret St,4,h,2620000,S,Marshall,7/11/2016,9.0,3126,4,1,1,717,235.0,1890,Boroondara City Council,-37.8266,145.0849,Southern Metropolitan,3265
272,Toorak,28 Warra St,4,h,2620000,S,Jellis,18/06/2016,4.6,3142,4,2,2,516,286.0,1925,Stonnington City Council,-37.8398,145.0305,Southern Metropolitan,7217
273,Essendon,8 Monica St,6,h,2620000,S,Brad,10/12/2016,8.0,3040,6,4,2,860,355.0,1930,Moonee Valley City Council,-37.7484,144.9025,Western Metropolitan,9264
274,Bentleigh,11 Wilson St,4,h,2620000,S,Buxton,28/08/2016,13.0,3204,4,4,2,579,361.0,2012,Glen Eira City Council,-37.9155,145.0243,Southern Metropolitan,6795
275,Albert Park,2 Dundas Pl,3,h,2615000,S,Cayzer,10/12/2016,3.3,3206,3,2,1,177,181.0,1880,Port Phillip City Council,-37.8415,144.9585,Southern Metropolitan,3280
276,Balwyn North,113 Maud St,4,h,2614000,S,Fletchers,4/03/2017,9.2,3104,4,2,2,772,150.0,1955,Boroondara City Council,-37.7959,145.0787,Southern Metropolitan,7809
277,Malvern,39 Finlayson St,4,h,2610000,S,Jellis,25/11/2017,5.9,3144,4,2,2,682,244.0,1915,Stonnington City Council,-37.8707,145.0357,Southern Metropolitan,4675
278,South Yarra,49 Leopold St,4,h,2600000,PI,Williams,18/03/2017,3.3,3141,4,2,2,141,127.0,1880,Melbourne City Council,-37.8366,144.9827,Southern Metropolitan,14887
